elife06,inspecQt,elife05,elife04,inspecKb2,elife03,inspecKb1,elife02,elife01,inspecArea,inspecKb3,avgnight,avgdaytime,inspecPoint,inspecYy
51,1,57,61,녹지,63,가,63,61,중구대청공원내,일반,54,62,충혼탑입구,2018
46.4,1,45,47,종합병원,57.6,가,46.8,47.9,부산진구개금2동백병원주변,일반,45,50,건강탕앞,2018
43.1,1,43,43.7,종합병원,45.8,가,47.4,54.6,부산진구개금3동백병원주변,일반,43,48,고원아파트1동107호앞,2018
45.7,1,46.7,54.6,종합병원,54.2,가,54.6,54.8,부산진구개금4동백병원주변,일반,46,54,하성약국옆,2018
61.9,1,64.7,66.5,일반주거1,71,나,67.6,65.4,기장군기장읍동부리,도로,63,67,기아자동차앞,2018
59.4,1,69,66.7,일반주거1,66.6,나,67.5,71.4,기장군기장읍동부리,도로,64,68,제비표페인트앞,2018
50.1,1,59.7,54.6,일반주거1,62.6,나,60.5,60.6,기장군기장읍동부리,일반,55,60,대진아파트앞,2018
47.8,4,64.6,61.2,녹지,61.8,가,61.4,64.3,부산진구개금2동백병원주변,도로,56,62,주원초등학교옆,2018
56.9,4,66.6,64.5,녹지,67.1,가,63.8,65.3,중구대청공원내,도로,62,65,방범초소앞,2018
54.6,4,59.4,59.3,녹지,60.1,가,61.4,60.4,중구대청공원내,도로,57,60,시민헌장앞,2018
53.1,4,59.9,59,녹지,60.3,가,58.3,58.2,중구대청공원내,일반,56,58,도서관앞,2018
42.4,4,42.4,52,녹지,46.9,가,45.9,47.7,중구대청공원내,일반,42,48,동상앞,2018
48.1,4,57.4,57.4,녹지,57.9,가,56.6,57,중구대청공원내,일반,52,57,충혼탑입구,2018
44.5,4,47.3,53.5,종합병원,52.5,가,51.6,57.2,부산진구개금2동백병원주변,일반,46,54,건강탕앞,2018
40.7,4,48.8,48.5,종합병원,49.7,가,56.6,54.1,부산진구개금3동백병원주변,일반,45,52,고원아파트1동107호앞,2018
43.3,4,48,51.8,종합병원,49.1,가,49.9,48.3,부산진구개금4동백병원주변,일반,45,49,하성약국옆,2018
63.3,4,70.2,67.9,일반주거1,70.3,나,67.3,66.8,기장군기장읍동부리,도로,66,68,기아자동차앞,2018
61.8,4,63.1,67.4,일반주거1,69.9,나,66,73,기장군기장읍동부리,도로,62,69,제비표페인트앞,2018
44.8,4,50.4,55.1,일반주거1,59.5,나,58.6,57.5,기장군기장읍동부리,일반,47,58,대진아파트앞,2018
55.4,4,53.1,55.2,일반주거1,57.7,나,53.9,49.7,기장군기장읍동부리,일반,54,54,유한빌라앞,2018
50.1,4,49,57.1,일반주거1,50.9,나,53.7,45.3,기장군기장읍동부리,일반,49,51,제3기장교회앞,2018
47.1,4,47,54.1,일반주거2,56.3,나,49.6,54.1,동래구사직2동,도로,47,53,사직로얄A입구건너편,2018
61.7,4,63.3,66.4,일반주거2,66,나,62.8,68.1,동래구사직2동,도로,62,65,종로엠스쿨앞,2018
53.3,4,58.1,61.4,일반주거2,54.8,나,53.9,55.5,동래구사직2동,일반,55,56,묵자골감자탕앞,2018
58.8,4,65.9,63.7,일반주거2,68.9,나,63,66.4,동래구사직2동,일반,62,65,사직주공안,2018
48.6,4,58.5,56.8,일반주거2,63.1,나,63.1,62.4,동래구사직2동,일반,54,61,하나메기탕앞,2018
67.3,4,69.8,73.1,일반주거3,73.6,나,72.7,73.2,북구덕천1동,도로,68,73,13동 시영APT입구,2018
70.3,4,73.1,72.4,일반주거3,73.5,나,74.9,75,북구덕천1동,도로,71,74,1동 시영APT입구,2018
52,4,62.3,59.4,일반주거3,52.9,나,52.1,54.2,북구덕천1동,일반,57,54,14동 시영APT뒤,2018
54.3,4,54.3,57.1,일반주거3,61.7,나,58.3,56.4,북구덕천1동,일반,54,58,미진골든빌라앞,2018
48.6,4,50.5,53.7,일반주거3,53.6,나,55.9,50.3,북구덕천1동,일반,50,53,시영A5동5~6라인앞,2018
67.8,4,68,69.4,상업,67.9,다,67,69.1,해운대구중1동,도로,68,68,메리어트호텔 우,2018
67,4,67.7,68.5,상업,68.8,다,68.8,70,해운대구중1동,도로,67,69,메리어트호텔 좌,2018
53.5,4,53.8,53.6,상업,55.2,다,53.9,53.8,해운대구중1동,일반,54,54,메리어트호텔 뒤,2018
54.5,4,54.8,57.3,상업,58.2,다,57.1,56.2,해운대구중1동,일반,55,57,파라다이스호텔 옆,2018
61.6,4,52.1,54.9,상업,55.3,다,54.2,55.9,해운대구중1동,일반,57,55,파라다이스호텔입구,2018
57.4,4,63.9,68.9,준공업,69,다,68.7,70.7,영도구남항동,도로,60,69,남항새마을금고,2018
60.7,4,61.9,71.6,준공업,69.7,다,69.3,71.9,영도구남항동,도로,61,70,카이스트안경앞,2018
37.9,4,53.6,56.3,준공업,58.8,다,62.1,62.9,영도구남항동,일반,46,60,㈜태림오릭스옆,2018
40.2,4,55.3,59.1,준공업,63.1,다,62.1,63.3,영도구남항동,일반,47,61,신한아파트앞,2018
40.2,4,45,59.1,준공업,64.6,다,61.2,65.6,영도구남항동,일반,42,62,하나전기앞,2018
40.2,2,45,59.1,준공업,64.6,다,61.2,65.6,영도구남항동,일반,42,62,하나전기앞,2018
46,4,58.4,64.7,녹지,62.6,가,61.3,63.2,부산진구개금2동백병원주변,도로,52,63,개금2동새마을금고앞,2018
62.6,2,64.9,70,일반주거1,66.2,나,68.1,69,기장군기장읍동부리,도로,64,68,제비표페인트앞,2017
43.3,2,55.2,57.3,일반주거1,58.9,나,56,54.1,기장군기장읍동부리,일반,49,56,대진아파트앞,2017
57.8,2,59.8,59.4,일반주거1,57.1,나,56.2,56.7,기장군기장읍동부리,일반,59,57,유한빌라앞,2017
57.1,1,53.6,55.5,녹지,58.4,가,58.6,58.9,부산진구개금2동백병원주변,도로,55,58,개금2동새마을금고앞,2017
60.5,1,57.9,62.9,녹지,66.5,가,64.7,65.8,부산진구개금2동백병원주변,도로,59,65,주원초등학교옆,2017
52.9,2,61.7,57.4,일반주거1,51,나,55.2,48.9,기장군기장읍동부리,일반,57,53,제3기장교회앞,2017
63,2,60.3,70.3,일반주거2,65.2,나,64.6,62.3,동래구사직2동,도로,61,65,사직로얄A입구건너편,2017
64.8,2,61,65.7,일반주거2,63.7,나,64.7,68,동래구사직2동,도로,63,65,종로엠스쿨앞,2017
52.5,2,51.4,57.6,일반주거2,59,나,63.2,60.5,동래구사직2동,일반,52,60,묵자골감자탕앞,2017
52,2,50.7,61,일반주거2,54.1,나,58.3,49.1,동래구사직2동,일반,51,55,사직주공안,2017
53.9,2,50.4,57,일반주거2,60.6,나,59,56.5,동래구사직2동,일반,52,58,하나메기탕앞,2017
67.6,2,67.6,70.6,일반주거3,72,나,73.4,71.9,북구덕천1동,도로,68,72,13동 시영APT입구,2017
71,2,72.1,73.4,일반주거3,73.6,나,73.1,73.6,북구덕천1동,도로,71,73,1동 시영APT입구,2017
47.5,2,48.2,53,일반주거3,53.6,나,55.6,58.5,북구덕천1동,일반,48,55,14동 시영APT뒤,2017
55.1,2,55.4,58.5,일반주거3,58.9,나,59.4,59.3,북구덕천1동,일반,55,59,미진골든빌라앞,2017
47,2,49.2,55.9,일반주거3,52.8,나,56.8,53.2,북구덕천1동,일반,48,54,시영A5동5~6라인앞,2017
65.4,2,66.2,69.1,상업,72.7,다,72.2,71.1,해운대구중1동,도로,65,71,메리어트호텔 우,2017
65,2,67.6,68.7,상업,72.3,다,71.8,71.6,해운대구중1동,도로,66,71,메리어트호텔 좌,2017
58,2,51.9,56.3,상업,57.6,다,58.9,57.2,해운대구중1동,일반,55,57,메리어트호텔 뒤,2017
60.2,2,54,52.4,상업,56.9,다,56.1,57.5,해운대구중1동,일반,57,55,파라다이스호텔 옆,2017
56.8,2,61.6,56.6,상업,56.2,다,55.5,54.9,해운대구중1동,일반,59,56,파라다이스호텔입구,2017
69.9,2,73.3,71.8,준공업,73.5,다,72.3,76,영도구남항동,도로,71,73,남항새마을금고,2017
64.2,2,69.8,72.8,준공업,74.6,다,74.4,73.7,영도구남항동,도로,67,74,카이스트안경앞,2017
46.3,2,44.2,44.3,준공업,67.2,다,60.6,67,영도구남항동,일반,45,59,㈜태림오릭스옆,2017
44,2,47.5,58.9,준공업,68.1,다,57.6,63,영도구남항동,일반,46,62,신한아파트앞,2017
60.6,1,66.1,67.3,녹지,68.7,가,67.4,70,중구대청공원내,도로,63,68,방범초소앞,2017
52,1,57.4,61.9,녹지,60.5,가,61.9,59.2,중구대청공원내,도로,54,61,시민헌장앞,2017
43.4,1,49.6,59.8,녹지,59.5,가,58.2,64.2,중구대청공원내,일반,46,60,도서관앞,2017
45.4,1,45.6,46.3,녹지,50,가,46.2,49.6,중구대청공원내,일반,45,48,동상앞,2017
50.1,1,57.9,59.1,녹지,59.2,가,60.9,59.2,중구대청공원내,일반,54,59,충혼탑입구,2017
46.9,1,46.5,48.3,종합병원,51.1,가,50.8,56.5,부산진구개금2동백병원주변,일반,47,51,건강탕앞,2017
49.3,1,46,47.4,종합병원,51.6,가,50.3,51.1,부산진구개금3동백병원주변,일반,47,50,고원아파트1동107호앞,2017
49.1,1,51.6,57.7,종합병원,58.5,가,55.8,60.2,부산진구개금4동백병원주변,일반,50,58,하성약국옆,2017
64.2,1,64.5,66.6,일반주거1,69.2,나,67.7,72.2,기장군기장읍동부리,도로,64,69,기아자동차앞,2017
62.9,1,67.4,70.2,일반주거1,70.1,나,70.3,68.9,기장군기장읍동부리,도로,65,69,제비표페인트앞,2017
51.3,1,47.4,55.8,일반주거1,58.7,나,64.3,59.4,기장군기장읍동부리,일반,49,59,대진아파트앞,2017
49.7,1,53,57.7,일반주거1,57.8,나,60.9,51.7,기장군기장읍동부리,일반,51,57,유한빌라앞,2017
54,1,55.4,54,일반주거1,51.6,나,48.8,49.8,기장군기장읍동부리,일반,54,51,제3기장교회앞,2017
58.9,1,61,68,일반주거2,71.7,나,71.7,72.6,동래구사직2동,도로,60,71,사직로얄A입구건너편,2017
61.3,1,60.8,69.5,일반주거2,70.6,나,70.6,71,동래구사직2동,도로,61,70,종로엠스쿨앞,2017
48.3,1,47.1,56,일반주거2,56.6,나,64.1,61.6,동래구사직2동,일반,47,59,묵자골감자탕앞,2017
47.2,1,47.8,56.4,일반주거2,58.5,나,58.4,53,동래구사직2동,일반,47,56,사직주공안,2017
46.1,1,49.9,53.4,일반주거2,58.3,나,61.9,60.4,동래구사직2동,일반,48,58,하나메기탕앞,2017
71.7,1,72.5,73.4,일반주거3,73.7,나,76.4,75.3,북구덕천1동,도로,72,74,13동 시영APT입구,2017
69.5,1,70.4,72.2,일반주거3,74,나,73.8,72.2,북구덕천1동,도로,70,73,1동 시영APT입구,2017
50.7,1,50.6,49.5,일반주거3,56.7,나,52.7,55.5,북구덕천1동,일반,51,54,14동 시영APT뒤,2017
55.3,1,56.1,57.8,일반주거3,58.6,나,60.2,61.1,북구덕천1동,일반,55,59,미진골든빌라앞,2017
49.5,1,54,52.6,일반주거3,54.9,나,54.7,55.5,북구덕천1동,일반,52,54,시영A5동5~6라인앞,2017
64.6,1,63.9,67.8,상업,69.4,다,68.6,71.2,해운대구중1동,도로,64,69,메리어트호텔 우,2017
63.1,1,59.9,67.8,상업,68.7,다,68.6,70.4,해운대구중1동,도로,61,69,메리어트호텔 좌,2017
54.9,1,53.2,59.1,상업,56.9,다,56.9,53.1,해운대구중1동,일반,54,56,메리어트호텔 뒤,2017
51.12,1,50.9,56.5,상업,56.4,다,53.9,52.4,해운대구중1동,일반,51,54,파라다이스호텔 옆,2017
56.1,1,50.5,56.4,상업,56.5,다,55.3,53.4,해운대구중1동,일반,53,55,파라다이스호텔입구,2017
70.6,1,72.3,70.9,준공업,73.6,다,73.9,75.1,영도구남항동,도로,71,73,남항새마을금고,2017
67.4,1,71.9,74,준공업,73.9,다,75.8,73.4,영도구남항동,도로,69,74,카이스트안경앞,2017
38.1,1,44.9,45.8,준공업,67.2,다,65.2,68.5,영도구남항동,일반,41,61,㈜태림오릭스옆,2017
40.5,1,37,47.6,준공업,63.6,다,61.5,63.7,영도구남항동,일반,39,59,신한아파트앞,2017
45.1,1,45.2,53.4,준공업,65.7,다,63.2,65.8,영도구남항동,일반,45,62,하나전기앞,2017
45.4,2,57.2,58.3,녹지,62.2,가,64,59.1,부산진구개금2동백병원주변,도로,51,60,개금2동새마을금고앞,2017
46.6,2,64.3,54.2,녹지,59,가,60.6,59,부산진구개금2동백병원주변,도로,55,58,주원초등학교옆,2017
62,2,61.2,68.7,녹지,67.6,가,69,70,중구대청공원내,도로,61,69,시민아파트앞,2017
56,2,58.1,61.3,녹지,60.9,가,62.6,62.9,중구대청공원내,도로,57,62,시민헌장앞,2017
51.9,2,49.9,55.4,녹지,58,가,59.2,55.3,중구대청공원내,일반,51,56,도서관앞,2017
44.6,2,47.1,48,녹지,53.8,가,55.5,53.9,중구대청공원내,일반,46,53,동상앞,2017
52.8,2,58.1,62.4,녹지,61.2,가,60.5,62.3,중구대청공원내,일반,55,61,충혼탑입구,2017
48.6,2,46.5,46,종합병원,53.2,가,55.6,50.8,부산진구개금2동백병원주변,일반,48,51,하성약국옆,2017
43.5,2,45.9,46.7,종합병원,52.5,가,47.5,47.66,부산진구개금3동백병원주변,일반,45,49,고원아파트1동107호앞,2017
46.6,2,48.9,49,종합병원,50.4,가,53.8,55.1,부산진구개금4동백병원주변,일반,48,52,건강탕앞,2017
58.2,2,70.9,66.9,일반주거1,69.1,나,69.4,70.9,기장군기장읍동부리,도로,64,69,기아자동차앞,2017
46.2,2,49.7,46.6,준공업,66.6,다,62.8,68.5,영도구남항동,일반,48,61,하나전기앞,2017
59.5,1,59.6,68.8,녹지,63.8,가,68,67,중구대청공원내,도로,60,67,방범초소앞,2016
53.1,1,60.1,59.6,녹지,58.5,가,59.7,56.8,중구대청공원내,도로,56,59,시민헌장앞,2016
42.2,1,58.2,54.9,녹지,58.4,가,55.7,58.1,중구대청공원내,일반,50,56,도서관앞,2016
46.1,1,44.4,44.4,녹지,49.5,가,48.1,48.6,중구대청공원내,일반,45,47,동상앞,2016
55,1,55.2,56.7,녹지,57.6,가,54.9,58.1,중구대청공원내,일반,55,57,충혼탑입구,2016
47.1,1,47.3,49,종합병원,53.9,가,52.9,52.6,부산진구개금2동백병원주변,일반,47,52,건강탕앞,2016
45.5,1,49,48.8,종합병원,50.3,가,53.4,52.1,부산진구개금3동백병원주변,일반,47,51,고원아파트1동107호앞,2016
44.7,1,48.5,48.8,종합병원,56.4,가,55.5,56.9,부산진구개금4동백병원주변,일반,47,54,하성약국옆,2016
64.4,1,64.3,67.1,일반주거1,69.6,나,66.5,67.4,기장군기장읍동부리,도로,64,67,기아자동차앞,2016
66.1,1,73,70.7,일반주거1,69.4,나,71.1,72.6,기장군기장읍동부리,도로,69,71,제비표페인트앞,2016
48.1,1,58.5,55.9,일반주거1,60.9,나,57.7,56.9,기장군기장읍동부리,일반,53,58,대진아파트앞,2016
53.8,1,53.3,63.1,일반주거1,58.3,나,56.4,58,기장군기장읍동부리,일반,53,58,유한빌라앞,2016
63.2,1,56.7,56.2,일반주거1,51.7,나,54.1,50.8,기장군기장읍동부리,일반,60,53,제3기장교회앞,2016
57.7,1,63.7,67.3,일반주거2,68.1,나,67.1,68.6,동래구사직2동,도로,61,67,사직로얄A입구건너편,2016
60,1,65.8,68.7,일반주거2,70.1,나,67.8,67.6,동래구사직2동,도로,63,68,종로엠스쿨앞,2016
54,1,57.1,59.3,일반주거2,58.3,나,58.7,64,동래구사직2동,일반,55,60,묵자골감자탕앞,2016
40.1,1,49.9,51.2,일반주거2,49.9,나,54.5,50.9,동래구사직2동,일반,45,51,사직주공안,2016
47.4,1,50.8,62.2,일반주거2,57.3,나,57.2,55.5,동래구사직2동,일반,49,58,하나메기탕앞,2016
69.6,1,73.1,72.4,일반주거3,73.6,나,73.7,73.8,북구덕천1동,도로,71,73,13동 시영APT입구,2016
67.2,1,70.2,71.5,일반주거3,70.8,나,72.9,75.7,북구덕천1동,도로,68,73,1동 시영APT입구,2016
44.7,1,49.1,52.7,일반주거3,51.9,나,51,53.2,북구덕천1동,일반,47,52,14동 시영APT뒤,2016
52.6,1,55.2,58.3,일반주거3,57.2,나,58.5,58.8,북구덕천1동,일반,54,58,미진골든빌라앞,2016
47.4,1,52,51.3,일반주거3,52.3,나,56.6,55.2,북구덕천1동,일반,49,53,시영A5동5~6라인앞,2016
65.8,1,68.2,67.3,상업,68.5,다,68.4,68.7,해운대구중1동,도로,67,68,메리어트호텔 우,2016
68.2,1,68.7,70.3,상업,68.9,다,68,70.3,해운대구중1동,도로,68,69,메리어트호텔 좌,2016
50.6,1,50.1,52.4,상업,55.3,다,53,52.4,해운대구중1동,일반,50,53,메리어트호텔 뒤,2016
51.9,1,52.5,53.7,상업,55.9,다,55.4,54.5,해운대구중1동,일반,52,55,파라다이스호텔 옆,2016
50.1,1,50.9,56.1,상업,56.2,다,55.2,55.4,해운대구중1동,일반,50,55,파라다이스호텔입구,2016
67.2,1,68.6,68.5,준공업,70.4,다,70.4,68.7,영도구남항동,도로,68,69,남항새마을금고,2016
66.8,1,67.3,65.4,준공업,72.5,다,71,70.7,영도구남항동,도로,67,70,카이스트안경앞,2016
49.2,1,50.8,52.4,준공업,65.6,다,66.3,70.1,영도구남항동,일반,50,63,㈜태림오릭스옆,2016
42.2,1,44.5,57.3,준공업,61.2,다,64.6,65.7,영도구남항동,일반,43,62,신한아파트앞,2016
37.3,1,37.8,52.5,준공업,61.9,다,57.2,65.4,영도구남항동,일반,37,59,하나전기앞,2016
50.7,2,54.6,62.1,녹지,60.2,가,59.9,62,부산진구개금2동백병원주변,도로,53,61,개금2동새마을금고앞,2016
53.6,1,61.4,60,녹지,71.7,가,62.7,61.9,부산진구개금2동백병원주변,도로,57,64,개금2동새마을금고앞,2016
57.6,1,54.5,63,녹지,60.2,가,66.2,64.5,부산진구개금2동백병원주변,도로,56,63,주원초등학교옆,2016
57.7,2,60.8,63.8,녹지,64.9,가,65.7,64.7,부산진구개금2동백병원주변,도로,59,65,주원초등학교옆,2016
57.6,2,59.1,59.8,녹지,65.5,가,70.1,65.6,중구대청공원내,도로,58,65,방범초소앞,2016
51.8,2,59.6,58.3,녹지,62.6,가,59,65.4,중구대청공원내,도로,56,61,시민헌장앞,2016
51.8,2,46.5,55.2,녹지,60.2,가,55.4,61.6,중구대청공원내,일반,49,58,도서관앞,2016
39.6,2,49.2,41.9,녹지,46.7,가,49,58.5,중구대청공원내,일반,44,49,동상앞,2016
51.3,2,56.6,56.6,녹지,59,가,58.2,60,중구대청공원내,일반,54,58,충혼탑입구,2016
47,2,47.4,49.8,종합병원,54.1,가,55.1,54.4,부산진구개금2동백병원주변,일반,47,53,건강탕앞,2016
48.3,4,54.6,58,녹지,57.9,가,58.6,60.4,중구대청공원내,도로,51,58,시민헌장앞,2016
46.2,4,48.5,55,녹지,59,가,60.2,57.4,중구대청공원내,일반,47,57,도서관앞,2016
48.9,4,47.5,45.5,녹지,48.2,가,46.1,47.4,중구대청공원내,일반,48,46,동상앞,2016
48.3,4,54.6,54.1,녹지,59.2,가,55.2,59.6,중구대청공원내,일반,51,57,충혼탑입구,2016
44.8,2,46.9,45.4,종합병원,51.3,가,55.6,49.9,부산진구개금3동백병원주변,일반,46,50,고원아파트1동107호앞,2016
46.6,2,47.7,49.6,종합병원,54.3,가,57.6,59.5,부산진구개금4동백병원주변,일반,47,55,하성약국옆,2016
46.4,4,46.8,52,종합병원,65.5,가,61.5,63.6,부산진구개금4동백병원주변,일반,46,61,하성약국옆,2016
67.5,4,67.4,68.4,일반주거1,69.7,나,65.3,66.1,기장군기장읍동부리,도로,67,67,기아자동차앞,2016
66.6,4,72.4,75.5,일반주거1,72.9,나,73.5,90.9,기장군기장읍동부리,도로,69,78,제비표페인트앞,2016
43.5,4,50,46.9,일반주거1,57.1,나,59.4,58.8,기장군기장읍동부리,일반,47,55,대진아파트앞,2016
47.7,4,49.8,53.8,일반주거1,59.8,나,58.7,58.7,기장군기장읍동부리,일반,49,58,유한빌라앞,2016
52.3,4,53.7,58.1,일반주거1,56.5,나,51.4,45.8,기장군기장읍동부리,일반,53,53,제3기장교회앞,2016
58.7,4,62.1,62.7,일반주거2,64.1,나,64.2,63.4,동래구사직2동,도로,60,63,사직로얄A입구건너편,2016
57.6,4,63.9,63.9,일반주거2,64.3,나,67.2,66.3,동래구사직2동,도로,61,65,종로엠스쿨앞,2016
54.7,4,56.3,62.8,일반주거2,55.2,나,61.4,63.3,동래구사직2동,일반,55,60,묵자골감자탕앞,2016
46.4,4,48.7,51.4,일반주거2,50.2,나,51.3,50.8,동래구사직2동,일반,47,50,사직주공안,2016
54.5,4,57.4,58.9,일반주거2,56,나,56.6,56.3,동래구사직2동,일반,56,57,하나메기탕앞,2016
68.3,4,72,73.4,일반주거3,74.1,나,72.9,74.5,북구덕천1동,도로,70,73,13동 시영APT입구,2016
68.8,4,70.3,71.7,일반주거3,72.5,나,72,72.6,북구덕천1동,도로,69,72,1동 시영APT입구,2016
44.4,4,49.2,55.3,일반주거3,55.5,나,52.9,55.2,북구덕천1동,일반,46,54,14동 시영APT뒤,2016
54.4,4,57.2,58.7,일반주거3,60.1,나,59.8,59.8,북구덕천1동,일반,55,59,미진골든빌라앞,2016
